"Part";"Value";"Device";"Package";"Description";"DM";"DR";"DX";"DY";"HEIGHT";"MF";"MPN";"OC_FARNELL";"OC_NEWARK";"SHEETNO";"TP_SIGNAL_NAME";
"R28";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R29";"100K";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R30";"100K";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R31";"100K";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R32";"1K5";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R33";"1K";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R34";"0R";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R35";"0R";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R36";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R37";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R38";"1M0";"R0402";"0402";"";"0";"270.000";"72.800";"18.400";"0.35";"";"";"";"";"1";"";
"R39";"0R";"R0402";"0402";"";"0";"270.000";"72.800";"18.400";"0.35";"";"";"";"";"1";"";
"R40";"DNP";"R0402";"0402";"";"0";"270.000";"72.800";"18.400";"0.35";"";"";"";"";"1";"";
"R41";"15K";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R42";"0R";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R43";"22K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R44";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R45";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R46";"12K0";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R47";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R48";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R49";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R50";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R51";"1M0";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R52";"0R";"R0805";"0805";"";"";"";"";"";"0.51";"";"";"";"";"";"";
"R53";"200K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R54";"51K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R55";"180R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R56";"10K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R57";"1K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R58";"180R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R59";"10K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R60";"1K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R61";"15K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R62";"18K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R63";"DNP";"R0603";"0603";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"R64";"6K8";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R65";"6K8";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R66";"2K2";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R67";"2K2";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R68";"470R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R69";"470R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R70";"1K5";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R71";"6K8";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R72";"6K8";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R73";"2K2";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R74";"2K2";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R75";"470R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R76";"470R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R77";"1K5";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R78";"0R";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R79";"0R";"R0603";"0603";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"R80";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R81";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R82";"0R";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R83";"240R0";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R84";"33R0";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R85";"100K";"R0402";"0402";"";"0";"-270.000";"-20.800";"8.200";"0.35";"";"";"";"";"9";"";
"R86";"10K";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R87";"0R";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R88";"100K";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R89";"10K";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R90";"0R";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R91";"10K";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R92";"100K";"R0201";"0201";"";"0";"-270.000";"-20.800";"8.200";"0.25";"";"";"";"";"9";"";
"R93";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R94";"DNP";"R0201";"0201";"";"";"";"";"";"0.25";"";"";"";"";"";"";
"R95";"75K";"R0402";"0402";"";"";"";"";"";"0.35";"";"";"";"";"";"";
"R96";"10K";"R0402";"0402";"";"0";"180.000";"33.800";"14.800";"0.35";"";"";"";"";"6";"";
"R97";"10K";"R0402";"0402";"";"0";"270.000";"33.800";"19.600";"0.35";"";"";"";"";"6";"";
"R98";"10K";"R0402";"0402";"";"0";"270.000";"35.500";"19.600";"0.35";"";"";"";"";"6";"";
"R99";"10K";"R0402";"0402";"";"0";"0.000";"34.800";"7.400";"0.35";"";"";"";"";"6";"";
